Date,Customer_ID,Product_Name,Category,Price,Sales_Volume,Revenue,Season,Location,Payment_Method,Age,Purchasing_Frequency,Product_Reviews,Restock_Status,Stock_Level
6/18/23,CUST5529,Outerwear,Outerwear,175,1,175,Summer,Italy,Apple Pay,40,2,70,No,180
8/19/24,CUST5648,Outerwear,Outerwear,225,2,450,Fall,UK,PayPal,36,3,168,Yes,180
2/16/24,CUST5203,Denim,Denim,85,1,85,Winter,Japan,Apple Pay,23,2,62,No,150
10/3/23,CUST8433,Outerwear,Outerwear,165,2,330,Winter,Japan,Apple Pay,36,2,68,Yes,180
6/2/24,CUST4528,Footwear,Footwear,195,1,195,Spring,Mexico,Apple Pay,28,4,162,Yes,200
11/22/24,CUST5933,Hoodie,Hoodie,105,2,210,Winter,Germany,Debit Card,21,5,64,No,250
4/3/23,CUST4279,Footwear,Footwear,125,1,125,Summer,Netherlands,PayPal,37,5,41,Yes,200
6/12/24,CUST1813,T-shirt,T-shirt,35,2,70,Summer,China,Apple Pay,38,4,57,No,350
5/30/23,CUST1553,Sweatpants,Sweatpants,95,3,285,Spring,Australia,Credit Card,45,2,96,No,450
4/27/23,CUST3169,Outerwear,Outerwear,150,1,150,Fall,Japan,Apple Pay,19,3,191,Yes,180
9/3/23,CUST6398,Denim,Denim,80,2,160,Winter,India,PayPal,37,1,152,No,150
8/26/24,CUST2676,Footwear,Footwear,165,2,330,Fall,Australia,Apple Pay,37,2,165,Yes,200
4/3/24,CUST9748,T-shirt,T-shirt,80,2,160,Fall,USA,Credit Card,22,4,188,Yes,350
4/20/24,CUST9621,Footwear,Footwear,155,2,310,Winter,Japan,Debit Card,31,4,59,Yes,200
2/22/23,CUST6035,Sweatpants,Sweatpants,40,2,80,Spring,Australia,Credit Card,33,2,101,Yes,450
2/23/23,CUST1208,Denim,Denim,110,2,220,Winter,Spain,Apple Pay,19,4,70,Yes,150
8/31/24,CUST2411,Sweatpants,Sweatpants,40,1,40,Fall,Japan,PayPal,42,1,57,Yes,450
8/6/23,CUST4248,Footwear,Footwear,185,3,555,Winter,Spain,PayPal,34,2,137,Yes,200
11/21/23,CUST5695,Sweatpants,Sweatpants,60,2,120,Fall,Japan,Credit Card,35,3,146,No,450
7/6/24,CUST6164,Outerwear,Outerwear,235,1,235,Spring,USA,Apple Pay,20,4,102,No,180
2/27/23,CUST2471,Outerwear,Outerwear,200,1,200,Summer,India,PayPal,33,2,157,No,180
6/16/24,CUST6800,Hoodie,Hoodie,90,1,90,Winter,USA,Debit Card,34,3,159,No,250
10/18/23,CUST7429,Sweatpants,Sweatpants,75,2,150,Summer,France,PayPal,39,5,190,Yes,450
3/27/23,CUST1185,Outerwear,Outerwear,100,1,100,Summer,Germany,Credit Card,36,3,101,No,180
7/15/24,CUST3919,T-shirt,T-shirt,45,3,135,Spring,Mexico,Credit Card,20,2,170,Yes,350
1/30/24,CUST9912,Denim,Denim,65,1,65,Summer,Italy,Debit Card,35,1,188,No,150
6/11/24,CUST2483,Sweatpants,Sweatpants,50,3,150,Summer,Australia,Apple Pay,30,5,72,Yes,450
1/6/24,CUST4110,Outerwear,Outerwear,120,1,120,Winter,Spain,Debit Card,37,3,25,No,180
3/9/23,CUST1697,Outerwear,Outerwear,175,1,175,Fall,Canada,Credit Card,37,1,173,Yes,180
9/2/23,CUST2505,Denim,Denim,105,1,105,Winter,China,PayPal,24,4,116,No,150
3/9/24,CUST3670,Sweatpants,Sweatpants,80,1,80,Summer,Italy,PayPal,43,2,188,Yes,450
12/14/23,CUST3404,Sweatpants,Sweatpants,75,3,225,Spring,France,PayPal,18,5,140,No,450
7/17/24,CUST8868,Sweatpants,Sweatpants,95,2,190,Summer,India,Credit Card,41,5,193,No,450
6/28/23,CUST5739,Hoodie,Hoodie,60,2,120,Winter,India,Credit Card,30,5,166,Yes,250
2/25/24,CUST3167,Outerwear,Outerwear,225,2,450,Fall,Italy,PayPal,45,2,103,Yes,180
8/16/24,CUST7297,Sweatpants,Sweatpants,55,1,55,Spring,India,Debit Card,20,1,53,No,450
10/16/23,CUST1793,T-shirt,T-shirt,45,2,90,Fall,Brazil,Credit Card,28,4,80,Yes,350
3/5/24,CUST9698,T-shirt,T-shirt,55,1,55,Spring,UK,Apple Pay,38,3,22,Yes,350
1/18/23,CUST3701,Hoodie,Hoodie,140,1,140,Winter,Mexico,PayPal,19,1,56,Yes,250
8/24/24,CUST8659,Hoodie,Hoodie,80,2,160,Summer,Japan,Debit Card,40,2,48,No,250
4/27/24,CUST1704,T-shirt,T-shirt,30,3,90,Fall,Brazil,Apple Pay,22,3,146,Yes,350
3/8/23,CUST1718,Sweatpants,Sweatpants,90,3,270,Spring,Australia,Debit Card,28,3,104,Yes,450
10/18/23,CUST6699,Denim,Denim,145,1,145,Fall,France,PayPal,38,3,92,No,150
10/5/23,CUST3447,Hoodie,Hoodie,145,3,435,Summer,Spain,Apple Pay,21,1,100,Yes,250
9/22/24,CUST6072,Outerwear,Outerwear,115,2,230,Spring,Italy,Credit Card,35,4,22,No,180
2/21/23,CUST3147,Outerwear,Outerwear,240,2,480,Winter,France,Credit Card,24,3,149,Yes,180
8/19/23,CUST4774,Denim,Denim,60,1,60,Fall,India,Credit Card,39,4,147,No,150
3/7/24,CUST7118,Footwear,Footwear,160,3,480,Winter,Canada,Debit Card,22,3,39,Yes,200
8/22/23,CUST5328,Footwear,Footwear,130,1,130,Fall,India,Debit Card,41,2,44,No,200
10/18/23,CUST8540,Outerwear,Outerwear,190,1,190,Summer,Japan,Credit Card,21,5,183,Yes,180
8/24/23,CUST8039,Sweatpants,Sweatpants,95,2,190,Spring,Italy,Credit Card,28,5,80,Yes,450
12/9/24,CUST7487,Sweatpants,Sweatpants,90,3,270,Fall,USA,Debit Card,35,4,32,No,450
1/19/23,CUST9881,Denim,Denim,135,2,270,Winter,Germany,Credit Card,26,1,164,No,150
2/17/24,CUST3353,Outerwear,Outerwear,135,1,135,Spring,India,Apple Pay,40,2,194,Yes,180
9/19/24,CUST3185,Sweatpants,Sweatpants,60,1,60,Spring,Germany,PayPal,28,4,137,Yes,450
4/20/24,CUST4879,Sweatpants,Sweatpants,50,2,100,Fall,India,PayPal,37,2,156,Yes,450
7/9/24,CUST5118,Hoodie,Hoodie,75,1,75,Winter,USA,Credit Card,40,4,177,Yes,250
10/11/24,CUST5864,Sweatpants,Sweatpants,60,1,60,Spring,China,Credit Card,33,5,171,Yes,450
2/12/23,CUST2377,Denim,Denim,135,2,270,Summer,Brazil,Debit Card,28,3,52,Yes,150
10/15/23,CUST4305,Sweatpants,Sweatpants,70,3,210,Winter,Germany,Credit Card,35,1,20,Yes,450
12/8/23,CUST4019,Hoodie,Hoodie,80,3,240,Spring,Mexico,Apple Pay,42,2,52,Yes,250
2/12/24,CUST7527,T-shirt,T-shirt,60,3,180,Winter,Australia,Apple Pay,30,1,133,Yes,350
6/15/24,CUST6131,Outerwear,Outerwear,225,1,225,Summer,Japan,Debit Card,23,2,181,No,180
11/14/23,CUST1878,Outerwear,Outerwear,225,3,675,Summer,Spain,Debit Card,22,1,192,Yes,180
11/10/23,CUST8429,Sweatpants,Sweatpants,80,1,80,Fall,Canada,Debit Card,31,5,20,Yes,450
6/16/24,CUST4127,T-shirt,T-shirt,45,3,135,Fall,Netherlands,Debit Card,43,4,87,Yes,350
5/10/24,CUST4422,Outerwear,Outerwear,140,2,280,Fall,Netherlands,PayPal,21,5,198,Yes,180
10/10/24,CUST5221,Footwear,Footwear,200,2,400,Winter,India,Apple Pay,37,1,170,No,200
6/28/24,CUST3341,T-shirt,T-shirt,50,3,150,Spring,Italy,Apple Pay,44,3,75,No,350
2/15/24,CUST2652,Sweatpants,Sweatpants,70,1,70,Spring,India,Credit Card,23,1,104,Yes,450
8/19/24,CUST3989,Sweatpants,Sweatpants,40,1,40,Winter,Spain,Apple Pay,39,2,55,No,450
6/28/24,CUST3828,Denim,Denim,105,2,210,Summer,China,PayPal,44,3,121,Yes,150
12/10/24,CUST3109,T-shirt,T-shirt,70,3,210,Spring,Spain,Apple Pay,24,1,104,Yes,350
8/12/23,CUST2262,Outerwear,Outerwear,180,1,180,Fall,Germany,Debit Card,41,5,184,Yes,180
3/31/24,CUST7412,Footwear,Footwear,185,3,555,Summer,Mexico,Debit Card,18,5,129,Yes,200
3/29/23,CUST1060,Outerwear,Outerwear,130,3,390,Spring,Japan,Apple Pay,45,2,71,Yes,180
9/18/23,CUST2370,T-shirt,T-shirt,75,1,75,Fall,Italy,PayPal,30,1,45,Yes,350
9/19/23,CUST5551,Outerwear,Outerwear,205,3,615,Fall,Spain,Apple Pay,28,3,103,No,180
9/4/23,CUST8060,T-shirt,T-shirt,40,2,80,Fall,USA,Credit Card,26,1,118,Yes,350
7/6/23,CUST5770,Outerwear,Outerwear,225,3,675,Spring,USA,Debit Card,39,1,126,No,180
9/11/24,CUST2125,Hoodie,Hoodie,90,2,180,Summer,Netherlands,Apple Pay,42,3,21,Yes,250
6/17/24,CUST1278,Footwear,Footwear,155,3,465,Fall,Mexico,PayPal,34,3,140,Yes,200
2/14/23,CUST5887,Hoodie,Hoodie,115,1,115,Winter,Australia,PayPal,43,2,151,Yes,250
7/22/23,CUST9856,Denim,Denim,110,3,330,Winter,India,PayPal,37,1,175,No,150
11/2/24,CUST8098,Sweatpants,Sweatpants,90,3,270,Winter,UK,Apple Pay,38,5,144,No,450
7/17/23,CUST3504,Outerwear,Outerwear,120,2,240,Summer,Australia,Credit Card,35,2,112,No,180
12/11/24,CUST6798,Sweatpants,Sweatpants,40,2,80,Spring,Mexico,Apple Pay,42,4,96,Yes,450
2/2/23,CUST5115,Sweatpants,Sweatpants,75,3,225,Spring,USA,Debit Card,39,5,180,Yes,450
1/23/24,CUST5428,Outerwear,Outerwear,100,1,100,Summer,China,Credit Card,22,2,43,Yes,180
2/16/24,CUST1287,Hoodie,Hoodie,100,3,300,Summer,Germany,Debit Card,32,2,30,Yes,250
1/10/24,CUST8541,Outerwear,Outerwear,175,2,350,Fall,Japan,Debit Card,29,1,188,No,180
1/15/24,CUST4300,Sweatpants,Sweatpants,90,3,270,Spring,Netherlands,PayPal,18,5,101,Yes,450
4/14/24,CUST3607,Footwear,Footwear,130,1,130,Fall,China,PayPal,25,2,129,Yes,200
9/11/24,CUST3715,Outerwear,Outerwear,210,3,630,Summer,Italy,Apple Pay,32,3,152,No,180
8/15/24,CUST3978,Denim,Denim,60,2,120,Fall,Japan,PayPal,44,1,115,Yes,150
10/30/23,CUST5831,T-shirt,T-shirt,65,3,195,Spring,Canada,Apple Pay,42,3,107,Yes,350
11/25/23,CUST3187,T-shirt,T-shirt,60,1,60,Spring,India,PayPal,32,2,187,Yes,350
7/19/23,CUST4735,Footwear,Footwear,90,1,90,Spring,China,Credit Card,33,1,129,Yes,200
5/28/24,CUST1911,Footwear,Footwear,190,3,570,Fall,Netherlands,Debit Card,39,4,134,Yes,200
1/30/23,CUST6142,Outerwear,Outerwear,165,2,330,Summer,Japan,Credit Card,24,5,158,No,180
2/29/24,CUST6779,Hoodie,Hoodie,120,3,360,Winter,UK,Debit Card,36,4,174,Yes,250
11/20/23,CUST3746,Footwear,Footwear,200,3,600,Fall,Brazil,PayPal,30,5,87,Yes,200
5/12/23,CUST7530,T-shirt,T-shirt,40,1,40,Fall,Canada,PayPal,20,5,122,No,350
1/30/24,CUST2445,Denim,Denim,60,3,180,Summer,Mexico,Credit Card,35,2,165,Yes,150
7/9/24,CUST1435,Denim,Denim,75,3,225,Spring,Brazil,Apple Pay,38,1,122,Yes,150
2/8/24,CUST3161,T-shirt,T-shirt,35,1,35,Fall,Spain,PayPal,25,5,162,No,350
12/25/23,CUST5977,Hoodie,Hoodie,90,3,270,Fall,Spain,Credit Card,37,2,100,Yes,250
6/24/24,CUST4129,Footwear,Footwear,155,3,465,Spring,France,Apple Pay,28,1,144,Yes,200
1/24/23,CUST6394,Denim,Denim,90,1,90,Summer,China,Credit Card,28,3,132,No,150
12/17/24,CUST9463,T-shirt,T-shirt,70,2,140,Spring,India,Debit Card,26,3,31,Yes,350
8/2/24,CUST6055,T-shirt,T-shirt,35,2,70,Winter,USA,Credit Card,33,2,78,No,350
1/28/23,CUST2865,Hoodie,Hoodie,110,3,330,Fall,China,Apple Pay,28,5,174,Yes,250
8/2/23,CUST3328,Outerwear,Outerwear,195,2,390,Winter,China,Debit Card,25,3,111,No,180
2/18/23,CUST4799,Outerwear,Outerwear,190,2,380,Winter,Mexico,Apple Pay,44,4,96,No,180
12/30/23,CUST4582,Hoodie,Hoodie,145,2,290,Fall,Spain,PayPal,42,1,110,Yes,250
4/10/23,CUST8195,Hoodie,Hoodie,145,3,435,Spring,UK,Apple Pay,25,5,73,No,250
9/15/24,CUST3681,Sweatpants,Sweatpants,80,2,160,Summer,Germany,PayPal,44,2,96,Yes,450
10/26/24,CUST9807,T-shirt,T-shirt,70,2,140,Summer,Japan,Apple Pay,25,4,26,Yes,350
2/2/24,CUST7369,Outerwear,Outerwear,235,2,470,Summer,India,Credit Card,23,3,181,Yes,180
10/17/24,CUST7958,Denim,Denim,135,2,270,Winter,Spain,Credit Card,20,3,23,No,150
5/25/24,CUST5696,Denim,Denim,75,2,150,Winter,Germany,Debit Card,21,3,190,No,150
6/8/24,CUST8976,Footwear,Footwear,130,3,390,Spring,Spain,Debit Card,43,1,52,Yes,200
11/11/24,CUST4297,Outerwear,Outerwear,145,3,435,Spring,USA,PayPal,42,4,182,No,180
3/13/24,CUST2909,Denim,Denim,150,2,300,Spring,Germany,Apple Pay,35,4,135,No,150
11/24/24,CUST1024,Outerwear,Outerwear,165,2,330,Winter,France,Apple Pay,22,2,91,No,180
12/10/24,CUST5401,Hoodie,Hoodie,70,3,210,Spring,Japan,Credit Card,37,1,73,Yes,250
4/9/24,CUST2536,Outerwear,Outerwear,175,2,350,Winter,Brazil,Apple Pay,33,5,38,No,180
8/10/23,CUST1440,Outerwear,Outerwear,115,2,230,Summer,Canada,PayPal,37,2,109,No,180
7/2/24,CUST7175,Sweatpants,Sweatpants,70,2,140,Spring,USA,Credit Card,44,5,118,Yes,450
4/11/24,CUST7248,T-shirt,T-shirt,75,3,225,Summer,China,Debit Card,37,3,169,Yes,350
12/11/24,CUST5892,Outerwear,Outerwear,160,2,320,Winter,USA,Credit Card,37,2,160,Yes,180
5/12/23,CUST5441,Sweatpants,Sweatpants,65,1,65,Spring,Australia,Debit Card,42,5,122,No,450
7/21/23,CUST8681,Hoodie,Hoodie,140,1,140,Summer,Germany,PayPal,42,1,84,Yes,250
7/10/23,CUST5790,Denim,Denim,70,2,140,Fall,Brazil,PayPal,36,2,111,Yes,150
8/24/23,CUST6190,Outerwear,Outerwear,180,3,540,Fall,UK,PayPal,24,1,94,No,180
2/13/23,CUST2552,Outerwear,Outerwear,200,2,400,Fall,Germany,Credit Card,34,5,115,Yes,180
7/2/23,CUST6112,Footwear,Footwear,165,1,165,Winter,Japan,Credit Card,24,3,43,Yes,200
3/25/24,CUST1242,Footwear,Footwear,155,1,155,Winter,Mexico,Credit Card,33,5,136,Yes,200
4/20/24,CUST3111,Footwear,Footwear,140,2,280,Summer,Mexico,Apple Pay,28,1,124,Yes,200
6/26/24,CUST5004,Outerwear,Outerwear,230,3,690,Spring,India,Credit Card,43,3,87,No,180
9/2/23,CUST1888,T-shirt,T-shirt,30,1,30,Spring,Netherlands,Apple Pay,23,3,185,Yes,350
10/26/23,CUST5723,Denim,Denim,110,1,110,Spring,UK,Credit Card,41,3,59,No,150
6/24/24,CUST3321,Sweatpants,Sweatpants,45,2,90,Summer,UK,Apple Pay,18,4,83,Yes,450
9/29/23,CUST1516,Hoodie,Hoodie,70,2,140,Winter,Germany,PayPal,28,2,190,Yes,250
6/13/23,CUST2237,T-shirt,T-shirt,35,3,105,Winter,Mexico,PayPal,21,3,156,Yes,350
3/12/24,CUST3974,Hoodie,Hoodie,150,1,150,Summer,Italy,Credit Card,34,2,60,Yes,250
8/10/24,CUST3068,Outerwear,Outerwear,205,2,410,Summer,Australia,PayPal,24,5,122,Yes,180
6/28/24,CUST5320,Outerwear,Outerwear,225,1,225,Spring,Netherlands,Apple Pay,36,4,69,Yes,180
2/6/24,CUST8435,Footwear,Footwear,145,1,145,Fall,China,Apple Pay,38,2,90,Yes,200
10/8/23,CUST6836,Hoodie,Hoodie,145,2,290,Spring,Brazil,Credit Card,30,3,196,No,250
9/28/24,CUST5382,Sweatpants,Sweatpants,65,3,195,Winter,Mexico,Apple Pay,33,2,114,Yes,450
2/29/24,CUST2724,Footwear,Footwear,155,2,310,Summer,Spain,Debit Card,26,2,83,Yes,200
5/25/24,CUST8115,Sweatpants,Sweatpants,75,2,150,Fall,France,PayPal,41,3,73,Yes,450
4/21/23,CUST5093,Outerwear,Outerwear,120,3,360,Summer,Australia,PayPal,22,4,146,No,180
4/26/24,CUST7854,Outerwear,Outerwear,110,1,110,Fall,India,PayPal,24,3,89,No,180
1/29/24,CUST5036,Sweatpants,Sweatpants,80,3,240,Fall,Japan,Credit Card,39,4,45,Yes,450
6/13/23,CUST9951,Outerwear,Outerwear,190,3,570,Spring,China,Credit Card,43,4,44,Yes,180
12/13/23,CUST8567,T-shirt,T-shirt,35,2,70,Spring,USA,PayPal,20,1,147,Yes,350
1/14/23,CUST2563,Outerwear,Outerwear,210,1,210,Winter,Netherlands,Apple Pay,26,4,161,Yes,180
8/6/23,CUST2930,Outerwear,Outerwear,215,2,430,Spring,UK,Debit Card,22,4,70,Yes,180
7/1/24,CUST3361,Outerwear,Outerwear,125,2,250,Summer,Japan,PayPal,41,4,199,No,180
2/23/24,CUST3272,Hoodie,Hoodie,145,1,145,Fall,Japan,Debit Card,41,1,75,Yes,250
3/28/24,CUST3974,Denim,Denim,70,3,210,Winter,Italy,Apple Pay,38,3,165,No,150
3/20/23,CUST4579,Denim,Denim,60,2,120,Spring,Germany,Credit Card,28,1,46,No,150
3/1/23,CUST5045,Footwear,Footwear,90,1,90,Fall,Japan,Debit Card,36,5,28,Yes,200
7/25/23,CUST7869,Sweatpants,Sweatpants,60,1,60,Fall,Spain,PayPal,44,3,156,No,450
2/23/23,CUST2017,Footwear,Footwear,200,2,400,Winter,Brazil,Apple Pay,20,4,173,Yes,200
4/23/24,CUST1170,Footwear,Footwear,100,1,100,Fall,Japan,Credit Card,27,1,32,No,200
6/29/23,CUST7832,T-shirt,T-shirt,40,3,120,Fall,Italy,Credit Card,21,1,178,Yes,350
2/24/23,CUST5953,Hoodie,Hoodie,90,3,270,Summer,Australia,PayPal,35,1,73,Yes,250
2/28/23,CUST8957,Outerwear,Outerwear,190,3,570,Winter,Japan,Credit Card,44,2,159,Yes,180
9/10/24,CUST4330,T-shirt,T-shirt,35,2,70,Winter,Mexico,Credit Card,22,5,194,Yes,350
9/5/24,CUST3647,Hoodie,Hoodie,95,2,190,Winter,Netherlands,Credit Card,34,3,43,Yes,250
9/27/23,CUST8939,Denim,Denim,105,2,210,Spring,UK,PayPal,40,4,141,No,150
3/24/24,CUST4913,Outerwear,Outerwear,130,3,390,Winter,Mexico,Credit Card,35,1,183,No,180
2/4/23,CUST3774,Outerwear,Outerwear,115,3,345,Summer,China,PayPal,25,1,109,Yes,180
2/4/24,CUST1842,T-shirt,T-shirt,55,1,55,Summer,Japan,Apple Pay,31,2,119,No,350
7/26/23,CUST9140,Sweatpants,Sweatpants,50,2,100,Spring,Australia,Credit Card,41,1,55,Yes,450
2/21/24,CUST9529,T-shirt,T-shirt,65,3,195,Summer,France,Apple Pay,34,4,174,No,350
4/29/24,CUST2736,Hoodie,Hoodie,55,1,55,Summer,China,Debit Card,36,4,135,Yes,250
10/23/23,CUST3386,Sweatpants,Sweatpants,65,3,195,Summer,Canada,Apple Pay,45,1,136,Yes,450
3/2/23,CUST5243,Sweatpants,Sweatpants,70,2,140,Winter,Brazil,Credit Card,30,4,25,No,450
5/26/24,CUST1083,Denim,Denim,100,1,100,Spring,Italy,Apple Pay,44,2,86,No,150
1/27/24,CUST7703,T-shirt,T-shirt,30,1,30,Fall,Japan,Credit Card,35,3,45,Yes,350
4/19/23,CUST2994,Outerwear,Outerwear,125,1,125,Winter,Brazil,PayPal,29,2,78,No,180
3/18/24,CUST8717,Hoodie,Hoodie,95,1,95,Summer,Brazil,PayPal,28,5,69,Yes,250
6/16/23,CUST1639,T-shirt,T-shirt,30,2,60,Winter,Mexico,Debit Card,41,4,174,No,350
11/19/24,CUST1486,T-shirt,T-shirt,35,1,35,Summer,Brazil,Debit Card,44,2,101,No,350
4/30/24,CUST1125,Hoodie,Hoodie,150,3,450,Spring,Italy,Debit Card,43,1,183,No,250
1/18/23,CUST9588,Footwear,Footwear,95,3,285,Fall,USA,PayPal,25,5,24,Yes,200
3/11/23,CUST4974,Footwear,Footwear,135,3,405,Summer,UK,Debit Card,27,2,150,Yes,200
4/13/24,CUST8440,Sweatpants,Sweatpants,75,3,225,Fall,India,PayPal,27,5,29,Yes,450
1/19/23,CUST4637,Footwear,Footwear,125,1,125,Fall,France,Apple Pay,42,5,184,No,200
10/21/23,CUST3390,Outerwear,Outerwear,185,3,555,Winter,Germany,Apple Pay,21,3,81,Yes,180
7/14/24,CUST6643,Sweatpants,Sweatpants,65,3,195,Summer,Mexico,Debit Card,33,5,166,Yes,450
1/15/24,CUST7866,Sweatpants,Sweatpants,50,3,150,Winter,Italy,Credit Card,37,3,111,No,450
7/5/24,CUST1794,Outerwear,Outerwear,100,2,200,Winter,France,Apple Pay,30,4,81,No,180
2/20/23,CUST3357,T-shirt,T-shirt,35,2,70,Summer,Italy,Credit Card,32,2,127,Yes,350
3/25/24,CUST4603,Footwear,Footwear,95,1,95,Summer,USA,Debit Card,38,2,142,Yes,200
8/15/24,CUST5936,Footwear,Footwear,150,2,300,Summer,Mexico,Apple Pay,32,2,102,Yes,200
7/19/23,CUST5104,Denim,Denim,85,1,85,Spring,Germany,Debit Card,23,5,21,No,150
9/4/23,CUST6603,Hoodie,Hoodie,95,1,95,Summer,Brazil,Apple Pay,25,5,47,Yes,250
9/27/23,CUST9175,Footwear,Footwear,90,2,180,Spring,Mexico,Apple Pay,36,1,61,Yes,200
9/11/24,CUST6536,Hoodie,Hoodie,85,3,255,Spring,Japan,Debit Card,39,3,66,Yes,250
5/15/23,CUST4708,Footwear,Footwear,110,3,330,Fall,Australia,Credit Card,19,2,174,No,200
4/6/23,CUST3587,Footwear,Footwear,185,1,185,Fall,Spain,Debit Card,21,2,173,Yes,200
10/7/23,CUST2953,Outerwear,Outerwear,170,3,510,Spring,China,PayPal,29,5,65,No,180
1/1/24,CUST6815,T-shirt,T-shirt,60,1,60,Spring,USA,PayPal,42,1,79,Yes,350
6/27/23,CUST1738,Sweatpants,Sweatpants,40,1,40,Spring,UK,Credit Card,31,1,167,Yes,450
6/1/24,CUST2388,Hoodie,Hoodie,125,3,375,Fall,USA,Credit Card,37,1,185,Yes,250
1/11/24,CUST4018,Outerwear,Outerwear,115,2,230,Spring,France,Apple Pay,44,3,199,No,180
6/21/23,CUST3336,Footwear,Footwear,135,1,135,Fall,USA,Debit Card,25,3,75,No,200
11/21/23,CUST5667,Denim,Denim,130,2,260,Winter,Italy,Debit Card,28,4,93,Yes,150
12/31/23,CUST4208,T-shirt,T-shirt,75,2,150,Summer,Japan,Credit Card,39,1,191,No,350
7/26/24,CUST6645,Denim,Denim,125,2,250,Winter,China,Apple Pay,23,4,37,No,150
6/29/23,CUST9969,T-shirt,T-shirt,80,2,160,Fall,Italy,Credit Card,19,5,35,Yes,350
4/9/23,CUST1393,Outerwear,Outerwear,175,3,525,Fall,China,Apple Pay,30,4,72,No,180
7/27/23,CUST3544,Outerwear,Outerwear,115,3,345,Summer,Brazil,PayPal,20,4,182,Yes,180
1/30/23,CUST2361,Outerwear,Outerwear,135,2,270,Winter,Brazil,PayPal,27,5,99,Yes,180
6/1/23,CUST9812,Hoodie,Hoodie,120,2,240,Spring,India,PayPal,36,2,199,Yes,250
3/17/23,CUST7225,Sweatpants,Sweatpants,85,3,255,Fall,Germany,PayPal,37,4,157,Yes,450
7/20/23,CUST2172,Hoodie,Hoodie,125,2,250,Summer,Germany,PayPal,28,1,44,No,250
10/2/24,CUST8011,Outerwear,Outerwear,225,2,450,Spring,Australia,PayPal,30,4,133,Yes,180
9/1/24,CUST3999,Sweatpants,Sweatpants,45,1,45,Fall,France,Debit Card,26,2,83,Yes,450
4/27/23,CUST7729,Sweatpants,Sweatpants,100,2,200,Fall,Netherlands,Apple Pay,26,5,95,Yes,450
10/29/23,CUST2971,Footwear,Footwear,135,3,405,Summer,Australia,Apple Pay,18,2,100,Yes,200
11/4/23,CUST9746,Footwear,Footwear,155,2,310,Fall,Brazil,Credit Card,28,2,192,Yes,200
7/21/24,CUST3938,Outerwear,Outerwear,240,2,480,Fall,Germany,Debit Card,37,1,177,No,180
5/23/23,CUST2806,Sweatpants,Sweatpants,50,1,50,Spring,Italy,Debit Card,27,1,67,No,450
1/15/24,CUST5700,Outerwear,Outerwear,185,3,555,Winter,Spain,Apple Pay,29,2,115,Yes,180
5/11/24,CUST4771,T-shirt,T-shirt,65,1,65,Spring,Japan,PayPal,38,1,94,No,350
10/16/23,CUST3556,Hoodie,Hoodie,85,1,85,Fall,USA,Debit Card,40,3,36,Yes,250
1/4/23,CUST4229,Denim,Denim,130,1,130,Fall,China,PayPal,31,2,153,No,150
7/18/24,CUST9486,Hoodie,Hoodie,70,1,70,Winter,Netherlands,Debit Card,27,2,119,No,250
12/14/24,CUST8395,Hoodie,Hoodie,80,1,80,Fall,Japan,Apple Pay,39,1,150,Yes,250
10/12/24,CUST4388,Outerwear,Outerwear,175,3,525,Winter,USA,Debit Card,30,3,175,Yes,180
3/29/24,CUST7869,Footwear,Footwear,110,1,110,Summer,Japan,Credit Card,26,1,68,Yes,200
8/1/23,CUST1817,T-shirt,T-shirt,75,1,75,Summer,China,Credit Card,44,1,47,Yes,350
2/14/23,CUST9861,Sweatpants,Sweatpants,100,3,300,Winter,Germany,Credit Card,19,3,85,Yes,450
4/8/24,CUST7307,Hoodie,Hoodie,60,2,120,Fall,France,Credit Card,34,2,104,Yes,250
3/31/24,CUST6083,Footwear,Footwear,190,1,190,Fall,France,Debit Card,32,5,32,Yes,200
3/8/23,CUST5617,Outerwear,Outerwear,180,2,360,Fall,UK,Apple Pay,32,4,160,Yes,180
3/10/23,CUST7632,T-shirt,T-shirt,40,2,80,Winter,Netherlands,PayPal,37,4,199,Yes,350
6/21/24,CUST2848,Outerwear,Outerwear,165,3,495,Fall,Japan,Apple Pay,20,4,132,Yes,180
12/15/24,CUST2075,Denim,Denim,90,1,90,Fall,Brazil,Credit Card,33,3,27,No,150
9/24/23,CUST6697,Hoodie,Hoodie,90,2,180,Winter,France,Apple Pay,31,2,159,Yes,250
7/21/24,CUST5625,Hoodie,Hoodie,140,3,420,Spring,Italy,Apple Pay,23,2,44,Yes,250
9/26/24,CUST9837,Footwear,Footwear,95,1,95,Summer,Australia,Apple Pay,44,4,160,Yes,200
11/10/23,CUST4350,Hoodie,Hoodie,50,1,50,Summer,Brazil,Apple Pay,23,2,142,Yes,250
1/14/24,CUST2140,Denim,Denim,95,2,190,Summer,France,Credit Card,38,2,101,Yes,150
11/5/24,CUST9918,Outerwear,Outerwear,115,1,115,Winter,Brazil,PayPal,32,1,157,No,180
11/2/24,CUST4666,Denim,Denim,60,3,180,Fall,Brazil,PayPal,35,4,141,Yes,150
7/23/24,CUST3297,T-shirt,T-shirt,35,3,105,Summer,Canada,Apple Pay,28,5,119,Yes,350
5/7/24,CUST2199,Outerwear,Outerwear,245,1,245,Spring,Brazil,PayPal,19,3,56,No,180
4/5/24,CUST8324,Denim,Denim,65,2,130,Fall,UK,Apple Pay,33,1,193,No,150
